lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56
9081	Save new template		Guardar la nueva plantilla	Guardar la nueva plantilla	Speichere neue Vorlage	Nieuw sjabloon bewaren	שמור תבנית חדשה				保存新模板	保存新範本	Сохранить новый шаблон	Պահպանել նոր բլանկը		Simpan template baru	Αποθήκευση Νέας διάταξης		Guardar Modelo	Salvar novo modelo		حفظ قالب جديد		Yeni kalıp kaydet	Zapisz nowy szablon		Salva il nuovo aspetto	नई टेम्पलेट सहेजें	Salveaza sablon nou	Lưu khuôn mẫu mới		Ruaj shabllonin e ri	Uložit novou šablonu	Зберегти новий шаблон			ذخیره الگوی جدید			新規テンプレート保存	Tallenna uusi malli					ذخیره الگوی جدید	नवीन टेम्पलेट जतन			नई टेम्पलेट सहेजें						dummy
9082	Save omission selections					Bewaar vergeten selecties	שמור בחירות השמטה	Sauvegarder les séléctions omisent												Salvar seleções de omissão		إحفظ إختيارات الإلغاء					Salva selezioni di omissione	चयन चूक को सहेजें	Salveaza selectia de omisiuni					Зберегти пропущені виділення			ذخیره انتخاب حذف									ذخیره انتخاب حذف	वगळणे निवडी जतन करा			चयन चूक को सहेजें						dummy
9083	Save Patient Demographics		Guardar Demograficas de Paciente	Guardar Demograficas de Paciente	Speichere Patienten Daten	Bewaar pers. gegevens	שמור דמוגרפיית מטופלים	Savegarder les données démographique du patient			保存客户的人口统计资料	保存病人的人口統計資料	Сохранить персональные данные пациента	Պահպանել պացիենտի անձնական/ազգագրական տվյալները		Simpan Demografi Pasien	Αποθήκευση Δημογραφικών στοιχείων ασθενούς		Guardar Estatísticas do Utente	Salvar Informações do Paciente		حفظ بيانات المريض الديموغرافية	Gem patientoplysninger	Hasta Demografik Bilgilerini Kaydet			Salva la demografica del paziente	रोगी जनसांख्यिकी सहेजें	Salveaza date demografice pacient	Lưu Thông tin cá nhân Bệnh nhân			Uložit personální údaje pacienta	Зберегти персональні дані пацієнта			ذخیره اطلاعات دموگرافیک بیمار									ذخیره دموگرافیک بیمار	रुग्णांच्या लोकसंख्याशास्त्र जतन करा			रोगी जनसांख्यिकी सहेजें						dummy
9084	Save Payer																Αποθήκευση Πληρωτή			Salvar pagador																																				dummy
9085	Save Report as PDF			Guardar Reporte como PDF												Simpan Laporan sebagai PDF	Αποθήκευση Αναφοράς σαν PDF			Salvar relatório como PDF					Zapisz raport jako PDF				Salveaza raport ca PDF								ذخیره گزارش در قالب PDF									ذخیره در قالب PDF										dummy
9086	Save Successful															Simpab Berhasil	Αποθήκευση Επιτυχής			Salvo com sucesso					Zapisano pomyślnie																															dummy
9087	Save Successful for chart ID		Nº Identificación gráfico guardado correctamente	Guardar Exitoso para el gráfico identificación		Status-ID bewaard	נשמר בהצלחה עבור מזהה טבלה				成功保存图表编号	成功的保存圖表編號	Сохранение выполнено успешно для ID карты	ID քարտը  հաջողությամբ պհպանվեց		Penyimpanan Berhasil untuk ID Bagan/Grafik	Επιτυχής αποθήκευση για τον κωδ. φακέλου		Guardado com sucesso para o quadro de ID	Guarde bem sucedido para gráfico ID		تم حفظ سجل الهوية بنجاح		Çizelge ID Kaydı Başarılı	Zapisano pomyślnie dla ID wykresu 		Salvataggio riuscito per ID grafico	चार्ट ID के लिए सहेजें सफल	Salveaza pentru grafic ID	Lưu thành công cho ID biểu đồ				Збереження виконано успішно для карти з ID			ذخیره موفقیت آمیز برای Chart ID										चार्ट आयडी यशस्वी जतन करा			चार्ट ID के लिए सहेजें सफल						dummy
9088	Save to Chart																Αποθήκευση στον Φάκελο			Salvar no gráfico					Zapisz na wykresie																															dummy
9089	Save Transaction	Spara transaktionen	Guardar ITransacción	Guardar ITransacción	Speichere Transaktion	Verklaring bewaren	שמור טרנזקציה	Sauvegarder la transaction			节约交易	保存事務	Сохранить транзакцию	Պահպանել գործարքը		Simpan Transaksi	Αποθήκευση Συναλλαγής		Guardar Operação	Salvar Operação		حفظ العملية	Gem transaktion	İşlemi Kaydet	Zapisz transakcję		Salva la transazione	लेनदेन सहेजें	Salveaza tranzactie	Lưu giao dịch		Ruaj Transakcionin	Uložit transakci	Зберегти транзакцію			ذخیره تراکنش										जतन करा व्यवहार			लेनदेन सहेजें						dummy
9090	Saved Successfully					Succesvol gesaved	נשמר בהצלחה							Հաջողությամբ պահպանվեց			Αποθήκευση Επιτυχής			Salvo com sucesso					Zapisano Pomyślnie		Salvato correttamente		Salvat cu succes			Ruajtur Suksesshem	Úspěšně uloženo				با موفقیت ذخیره شد			保存成功しました	Tallennus onnistui						यशस्वीरित्या जतन									dummy
9091	Saved to Documents->Onsite Portal->Reviewed - Open there to move or rename.																			Salvo em Documentos-> Portal no local-> Revisado - Abra para mover ou renomear																																				dummy
9092	Saved to Patient Documents																																																							dummy
9093	Saving denied																Αδυναμία αποθήκευσης			Salvamento negado																																				dummy
9094	Sa{{Saturday}}							Sa{{Samedi}}									Σα			S {{sábado}}					So{{Saturday}}				Sa{{Saturday}}								شنبه																			dummy
9095	sc Distance{{without correction distance}}																			Distância sc {{sem distância de correção}}									sc Distance{{without correction distance}}								فاصله																			dummy
9096	sc Near{{without correction near}}																			sc Perto de {{sem correção perto}}									sc Near{{without correction near}}								نزدیک																			dummy
9097	Scan the following QR code with your preferred authenticator app to register a new TOTP key.																			Leia o seguinte código QR com seu aplicativo autenticador preferido para registrar uma nova chave TOTP																																				dummy
9098	Scanned	Inskannade	Escaneados	Escaneados	Gescannt	Gescand	נסרק	Numérisé			扫描	掃描	Сканировано	Սքանավորված է		Discan	Σαρώθηκε		Digitalizado	Digitalizada		تم المسح الضوئي	Scannet	Tarandı			Scansito	स्कैन किए गए	Scanat	Quét		Skanuar	Skenováno	Переглянуто			اسکن شد			スキャン							स्कॅन			स्कैन किए गए						dummy
9099	Scanned Encounter Note		Nota Escaneada de visita	Nota Escaneada de visita		Gescande notitie dit bezoek	הערת מפגש סרוקה	Note de la rencontre numérisé			扫描遭遇注意	掃描遭遇筆記	Просмотренная запись по обращению	Այցելության գրառումների սքան		Discan Catatan Encounter (Pertemuan)	Η Σημείωση επίσκεψης σαρώθηκε		Nota de Encontro digitalizada	Scanned Nota Encounter		تم مسح ورقه الزيارة ضوئيا		Taranmış Görüşme Notu			Nota incontro scansita	मुठभेड़ नोट स्कैन किए	Scanat note consultatie	Quét Encounter Lưu ý			Skenovaná poznámka k vyšetření	Переглянутий запис за зверненням			یاداشت معاینه اسکن شد										स्कॅन चकमकीत टीप			मुठभेड़ नोट स्कैन किए						dummy
9100	Scanner Directory		Directorio del escáner	Directorio del escáner	Scanner Verzeichnis	Directory van Scanner	ספריית סורק	Répertoire du scanner			扫描仪指南	掃瞄器目錄	Просмотренная директория	Սքաների ուղեցույց		Direktori Scanner	Κατάλογος σαρωτή			Diretório do Scanner		ملف الماسح الضوئي		Tarayıcı Dizini			Directory della scanner	स्कैनर निर्देशिका	Scanner Directory	Máy quét thư mục		Direktoriumi i Skanuar	Adresář pro skener	Переглянута директорія						スキャナのディレクトリ							स्कॅनर निर्देशिका			स्कैनर निर्देशिका						dummy
9101	Scanner In		Escáner En	Escáner En	Scanner in	In de scanner	סורק ב:				扫描器	掃描程序在	Просмотренно в	Սքաներ		Scanner Didalam	Σαρωτής σε		Escâner Em	Em Scanner		دخل الماسح الضوئي	Scanner i	Tarayıcı giriş			Scanner In	स्कैनर	Scanner In	Máy quét Trong				Переглянуто в													मध्ये स्कॅनर			स्कैनर						dummy
9102	scDist{{ACT without Correction Distance}}																			scDist {{ACT sem distância de correção}}									scDist{{ACT without Correction Distance}}																											dummy
9103	scDist{{without correction distance}}																			scDist {{sem distância de correção}}									scDist{{without correction distance}}																											dummy
9104	Schedule	Schema	Horario	Horario	Planen	Schema	לוח זמנים	Emplois du temps			时间表	日程表	План	Գրաֆիկ		Jadwal	Πρόγραμμα		Horário	Cronograma		جدولالمواعيد	Skema	Program			Programmare	अनुसूची	Program	Lịch trình			plán/plánovat	Розклад						スケジュール							वेळापत्रक			अनुसूची						dummy
9105	Schedule A New Appointment																																																							dummy
9106	Schedule Facilities:		Calendario de Clínicas:	Calendario de Centros	Plane Standort:	Agenda voor Lokatie:	מתקנים בלוח זמנים:	Emplois du temps des établissements:			附表设施：	進度設施：	Запланированная медпомощь	Պլանավորված բուժծառայություններ		Fasilitas Jadwal:	Πρόγραμμα Έδρας:		Agenda da Clínica:	Agenda da Clínica:		تسهيلات جدول المواعيد		Program Kolaylıkları:	Zaplanuj udogodnienia:		Programma Servizi:	अनुसूची सुविधाएं:	Program centre:	Lịch trình thiết bị:				Розклади медичних закладів:													वेळापत्रक सुविधा:			अनुसूची सुविधाएं:						dummy
9107	Schedule New Appointment																Προγραμματισμός Νέου Ραντεβού			Agendar Novo Compromisso					Zaplanuj nową wizytę																															dummy
9108	Scheduled																			Programado					Planowy																															dummy
9109	Scheduling																Προγραμματισμός			Agendamento					Planowanie																															dummy
9110	Schirmer I																			Schirmer I									Schirmer I																											dummy
