lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56
9005	Rx html print - zend module																			Impressão Rx html - módulo zend																																				dummy
9006	Rx ID															ID Rx				ID Rx																																				dummy
9007	Rx Left Margin (px)		Margen izquierdo Receta (px)	Margen izquierdo Receta (px)		Rx linker kantlijn (px)	שוליים שמאליים של Rx‏ (px)				RX左边界（PX）		Левое поле (px) Rx	Rx ձախ լուսանցք (px)		Batas Kiri Rx (px)	Αριστερό Περιθώριο Συνταγής (px)			Margem Esquerda Rx (px)		حافة الوصفة العلاجية اليسرى (نقطة)					Rx margine sinistro (px)	Rx वाम मार्जिन (px)	Rx Left Margin (px)					Rx ліве поле (px)													RX डावा समास (पीएक्स)			Rx वाम मार्जिन (px)						dummy
9008	Rx Log																			Log Rx																																				dummy
9009	Rx NLM Drug-Drug																			Rx NLM Drug-Drug									Rx NLM Drug-Drug																											dummy
9010	Rx Paper Size		Tamaño papel Receta	Tamaño papel Receta		Rx Papier maat	גודל נייר Rx				接收纸张尺寸		Размер бумаги Rx	Rx թղթի չափ		Ukuran Kertas Rx	Μέγεθος χαρτιού Συνταγής			Tamanho do papel Rx		حجم ورقة الوصفة العلاجية					Dimensione carta Rx	Rx पेपर आकार	Rx Paper Size					Rx розмір сторінки													RX कागद आकार			Rx पेपर आकार						dummy
9011	Rx pdf - zend template																			Rx pdf – modelo zend																																				dummy
9012	RX Print Date																			Data de impressão RX																																				dummy
9013	Rx Right Margin (px)		Margen derecho Receta (px)	Margen derecho Receta (px)		Rx rechter kantlijn (px)	שוליים ימניים של Rx‏ (px)				RX右边缘（PX）		Правое поле (px) Rx	Rx աջ լուսանցք (px)		Batas Kanan Rx (px)	Δεξιό Περιθώριο Συνταγής (px)			Margem direita Rx (px)		حافة الوصفة العلاجية اليمنى (نقطة)					Rx margine destro (px)	Rx दाएँ मार्जिन (px)	Rx Right Margin (px)					Rx праве поле													RX उजवा समास (पीएक्स)			Rx दाएँ मार्जिन (px)						dummy
9014	Rx Show DEA #		Mostrar Receta DEA#	Mostrar Receta DEA#		Rx DEA# tonen	הצגת מס\' של Rx DEA				接收显示DEA＃		Rx показывает DEA #	Rx ցուցադրում է DEA #		Rx Tampilkan DEA #				Rx Mostrar DEA #		الوصفة العلاجية تظهر رقم صرف الأدوية المخدرة					Visualizza Rx DEA #	Rx दिखाएँ DEA #	Rx Show DEA #					Rx показати													RX शो DEA #			Rx दिखाएँ DEA #						dummy
9015	Rx Show NPI		Mostrar Receta NPI	Mostrar Receta NPI		Rx NPI tonen	הצגת Rx NPI				RX显示非营利机构		Rx показывает NPI	Rx ցուցադրում է NPI		Rx Tampilkan NPI				Rx Mostrar NPI		الوصفة العلاجية تظهر رقم الخدمة القومي					Visualizza Rx NPI	Rx दिखाएँ NPI	Rx Show NPI					Rx показати													RX शो NPI			Rx दिखाएँ NPI						dummy
9016	Rx Show State Lic. #		Mostrar Receta Estado Lic.#	Mostrar Receta Estado Lic.#		Rx Sate Licence # tonen	הצגת רישיון Rx מס\'				接收显示国家许可。 ＃		Rx показывает гос. лиц. #	Rx ցուցադրում է պետ․ լից. #		Rx Tampilkan Lisensi Negara				Rx Mostrar Estado Lic. #		الوصفة العلاجية تظهر رقم ممارسة المهن الطبية					Visualizza Rx stato Lic. #	Rx दिखाएँ राज्य Lic. #	Rx Show State Lic. #					Rx показати стан													RX शो राज्य एलआयसी. #			Rx दिखाएँ राज्य Lic. #						dummy
9017	Rx Top Margin (px)		Margen superior Receta (px)	Margen superior Receta (px)		Rx boven kantlijn (px)	שוליים עליונים של Rx‏ (px)				RX边距（PX）		Верхнее поле (px) Rx	Rx վերին լուսանցք (px)		Batas Atas Rx (px)	Άνω Περιθώριο Συνταγής (px)			Margem superior Rx (px)		حافة الوصفة العلاجية العليا (نقطة)					Rx Margine superiore (px)	Rx शीर्ष मार्जिन (px)	Rx Top Margin (px)					Rx верхнє поле (px)													RX शीर्ष समास (पीएक्स)			Rx शीर्ष मार्जिन (px)						dummy
9018	Rx Type					Rx type										Tipe Rx	Rx Τύπος			Tipo Rx									Rx Type																											dummy
9019	Rx Type{{Type of glasses prescription}}																			Tipo Rx {{Tipo de prescrição de óculos}}									Rx Type{{Type of glasses prescription}}																											dummy
9020	Rx/Distance																			Rx / distância									Rx/Distance																											dummy
9021	RXCUI Code																																																							dummy
9022	RXCUI Medication					RXCUI Medicatie	תרופת RXCUI							RXCUI Դեղորայք						Medicação RXCUI							RXCUI Medicazione		RXCUI Medication																		RXCUI औषधोपचार									dummy
9023	RxNorm		Receta Normal (RxNorm)	Recetario (RxNorm)		RxNorm	RxNorm				RxNorm	RxNorm	RxNorm	RxNorm		RxNorm	RxNorm			RxNorm		RxNorm					RxNorm	RxNorm	RxNorm	RxNorm				RxNorm													RxNorm			RxNorm						dummy
9024	RxNorm Database		Base de datos RxNorm	Base de datos RxNorm		Database voor RxNorm	מסד נתונים ב-RxNorm				RxNorm数据库	RxNorm資料庫	База данных RxNorm	RxNorm տվյալների բազա		Database RxNorm	Βάση RxNorm			Banco de dados RxNorm		قاعدة بيانات RxNorm					Database RxNorm	RxNorm डाटाबेस	RxNorm Database	RxNorm Cơ sở dữ liệu				RxNorm база даних													RxNorm डेटाबेस			RxNorm डाटाबेस						dummy
9025	R{{History of Refraction}}																			R {{Histórico de Refração}}																																				dummy
9026	R{{right side}}																ΔΕ			R {{lado direito}}									R{{right side}}																											dummy
9027	R{{right}}																ΔΕ			R{{direito}}					P{{prawy}}				R{{right}}																											dummy
9028	S	K	S	S		S	S				小号		S	S		S			S	S		S	K	CP			S	S	S	S				S													एस			S						dummy
9029	S.S.	Personnr	S.S.	S.S.	SV-Nummer	ID-NA	S.S.				S.S.	S.S.	S.S.	S.S.		S.S.	ΑΜΚΑ	Aadhaar Number	N. Utente	CPF		S.S.	Personnr	SGK :	PESEL		S.S.	s.s.	S.S.	S.S.				Інд. податк. номер			کد ملی‌				Sotu						S.S.			s.s.						dummy
9030	S3:		S3:	S3:		S3:	S3:				中三：	S3:	S3:	S3:		S3:	Τόνος S3		S3:	S3:		S3:		S3:			S3:	S3:	S3:	S3:				S3:			S3:										S3,:			S3:						dummy
9031	S4:		S4:	S4:		S4:	S4:				四至：	S4:	S4:	S4:		S4:	Τόνος S4		S4:	S4:		S4:		S4:			S4:	S4:	S4:	S4:				S4:			S4:										वर S4:			S4:						dummy
9032	SA  *  * To read the license please read the docs/license.txt or visit  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= // 		SA ** para leer la licencia por favor lea la documentos/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / /	SA ** para leer la licencia por favor lea la documentoss/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / / ========================================================================= / /		SA * * Om de licentie te lezen, ga naar docs/license.txt of bezoek * http://www.gnu.org/copyleft/gpl.html * * / //============ ================================================== ===========//	SA  *  * לקריאת הרישיון, קרא את המסמכים/license.txt או עבור אל  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= //				SA**阅读许可请阅读DOCS / LICENSE.TXT或* http://www.gnu.org/copyleft/gpl.html门诊** / //============ ================================================== ===========//	SA**閱讀許可請閱讀DOCS / LICENSE.TXT或訪問* http://www.gnu.org/copyleft/gpl.html	Гарантия ПО * * Для ознакомления с лицензией прочитайте docs/license.txt или посетите * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= //	SA  *  * Լիցենզիան կարդալու համար կարդալ փաստաթղթերը/license.txt կամ այցելել  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= //		SA * * Untuk membaca lisensi silahkan baca docs/license.txt atau kunjungi http://www.gnu.org/copyleft/gpl.html * * * / //============ ================================================== =========== / /	ΠΑΡΑΠΟΜΠΗ * * Για να διαβάσετε την άδεια χρήσης, φορτώστε το αρχείο docs/license.txt ή επισκεφθείτε την ιστοσελίδα * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= //		SÁ * * por favor ler a licença lida o docs/license.txt ou visita * http://www.gnu.org/copyleft/gpl.html * * / / / == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == == = / /	SA * * Para ler a licença, por favor leia o docs / license.txt ou visite http://www.gnu.org/copyleft/gpl.html * * * / //============ ================================================== =========== / /		SA * * To read the license please read the docs/license.txt or visit * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= //		Öneri** Lisansı okumak için lütfen docs/license.txt dosyası okuyunuz veya * http://www.gnu.org/copyleft/gpl.html sayfasını ziyaret ediniz * */ //========================================================================= //			SA * * Per leggere la licenza leggi docs/license.txt o visita * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= //	SA ** लाइसेंस पढ़ने के लिए पढ़ें Docs / license.txt या कृपया जाओ * http://www.gnu.org/copyleft/gpl.html ** / / / ============ ================================================== =========== / /	SA  *  * To read the license please read the docs/license.txt or visit  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= //	SA ** Để đọc các giấy phép xin vui lòng đọc các tài liệu / license.txt hoặc ghé thăm * http://www.gnu.org/copyleft/gpl.html ** / / / ============ ================================================== =========== / /				SА ** щоб прочитати ліцензію, будь ласка, прочитайте docs/license.txt або відвідайте * http://www.gnu.org/copyleft/gpl.html * */ //========================================================================= //			SA ** برای خواندن مجوز لطفا به این اسناد مراجعه کنید docs/license.txt یا http://www.gnu.org/copyleft/gpl.html ** //========================================================================= //										एसए * * परवाना वाचण्यासाठी दस्तऐवज / license.txt किंवा ला भेट द्या वाचा * http://www.gnu.org/copyleft/gpl.html * * / // ============ ================================================== =========== //			SA ** लाइसेंस पढ़ने के लिए पढ़ें Docs / license.txt या कृपया जाओ * http://www.gnu.org/copyleft/gpl.html ** / / / ============ ================================================== =========== / /						dummy
9033	Safe key database																			Banco de dados de chaves seguras																																				dummy
9034	Sale		Venta	Venta	Verkauf	Verkoop	מכירה	Vente			出售	銷售	Товарооборот	ապրանքաշրջանառություն		Penjualan	Πώληση		Venda	Venda		تخفيض	Salg	Satış			Vendita	बिक्री	Vazare	Bán			Prodej	Продаж			فروش			販売	Myynti						विक्री			बिक्री						dummy
9035	Sales		Ventas	Ventas	Verkäufe	Verkopen	מכירות	Ventes			销售	銷售量	Товарооборот	ապրանքաշրջանառություն		Penjualan	Πωλήσεις		Vendas	Vendas		مبيعات		Satışlar			Vendite	बिक्री	Vanzari	Bán hàng			Prodeje	Продажі			فروش			販売	Myynnit						विक्री			बिक्री						dummy
9036	Sales by Item		Ventas por Partida	Ventas por artículo	Umsatz nach Artikel	Verkoop per item	מכירות לפי פריט	Ventes par objet			主要项目的销售	主要項目的銷售量	Товарооборот по пунктам	ապրանքաշրջանառություն ըստ կետերի		Penjualan Item	Πωλήσεις ανά Τεμάχιο		Vendas por Artigo	Vendas por Item		المبيعات بالصنف		Kalem başına Satışlar			Vendite per articolo	आइटम द्वारा बिक्री	Vanzari pe articol	Doanh số bán Item			Prodeje po položkách	Продажі поштучно			فروش بر اساس آیتم ها			アイテム別売上高	Myynnit tuotteittain						आयटम विक्री			आइटम द्वारा बिक्री						dummy
9037	Sales by Product Report		Informe de ventas por producto	Informe de ventas por producto		Overzicht omzet per product	דוח מכירות לפי מוצר	Ventes par rapport de produit			销售产品报告	銷售量產品報告	Отчет реализации по продукту	Վաառք/ապրանքաշրջանառություն ըստ ապրանքների հաշվետվության		Penjualan Laporan Produk	Πωλήσεις ανά Αναφορά Προϊόντος		Vendas por Relatório de Produto	Relatório de vendas por produto		المبيعات بتقرير المنتج		Ürün Raporuna göre Satışlar			Vendite per Report dei prodotti	उत्पाद की रिपोर्ट द्वारा बिक्री	Vanzari dupa raportul de produs	Doanh số bán hàng Báo cáo sản phẩm				Звіт по реалізації продукту			فروش بر اساس گزارش محصول			製品別売上高レポート							उत्पादन अहवाल विक्री			उत्पाद की रिपोर्ट द्वारा बिक्री						dummy
9038	Saliva		Saliva	Saliva	Speichel	Speeksel	ריר	Salive			唾液	唾液	Слюна	Թուք		Air Liur	Σίελος		Saliva	Saliva		لُعاب	Spyt	Tükürük	Ślina		Saliva	लार	Saliva	Nước bọt				Слина			بزاق			唾液							लाळ			लार						dummy
9039	Same Day	Samma dag	Mismo Día	Mismo Día	selben Tag	Zelfde dag	אותו היום	Même jour			同一天	同一天	Тот же день	Նույն օրը		Hari yang Sama	Ίδια Ημέρα		Mesmo Dia	Mesmo dia		نفس اليوم	Samme dag	Aynı Gün			Stesso giorno	उसी दिन	Aceeasi data	Cùng ngày			Stejný den	В той самий день			همان روز			同日							त्याच दिवशी			उसी दिन						dummy
9040	Samoan		Samoano	Samoano		Samoan	סמואית				萨摩亚	薩摩亞人	Полинезийский	Սամոերեն		Samoa	Σαμόα		Samoano	Samoano		جزيرة ساموان		Samoaca	samoański		Samoano	सैमो का (निवासी) या सैमोई (भाषा)	Samoan	Samoa				Самоа			اهل جزیره ساموا			サモア語							सामोअन			सैमो का (निवासी) या सैमोई (भाषा)						dummy
9041	Sample		Muestra	Muestra	Probe	Voorbeeld	דגימה	Echantillon			样本	樣本 標本	Образец	Օրինակ		Contoh	Δείγμα		Amostra	Amostra		عينة	Prøve	Örnek	Próbka		Campione	नमूना	Proba	Ví dụ			Vzorek	Зразок			نمونه			サンプル	Näyte						नमुना			नमूना						dummy
9042	Sanction Type	Sanktions Typ	Tipo de sanción	Tipo de sanción		Type sanctie	סוג סנקציה	Type de sanction			处罚种类	處罰種類	Тип разрешения	Տույժի տեսակը		Jenis Sanksi	Τύπος έγκρισης		Tipo de Sanção	Sanção Tipo		نوع المنع	Sanktions Typ	Yaptırım Tipi			Tipo sanzione	स्वीकृति के प्रकार	Tip sanctiune	Xử phạt Loại				Тип санкції			نوع تحریم										मंजूरी प्रकार			स्वीकृति के प्रकार						dummy
9043	Sango					Sango	סנגו							Սանգո						Sango							Sango		Sango																		सांगो									dummy
9044	Sanskrit (Samskrta)															Sansekerta				Sânscrito (Samskrta)																																				dummy
9045	Sanskrit (Saṁskṛta)			Sánscrito		Sanskrit (Samskrta)	סנסקריט							Սանսկրիտ (Saṁskṛta)		Sansekerta				Sânscrito (Saṁskṛta)					Sanskryt		Sanskrit (Saṁskṛta)		Sanskrit (Saṁskṛta)																		संस्कृत (Saṁskṛta)									dummy
9046	Sardinian					Sardinisch	סרדינית													Sardenha							Sardinian		Sardinian											サルデーニャ語							सर्दिनियन									dummy
9047	Sat	Lördag	Sabado	Sab	Sa	Zat	שבת	Sam.			星期六	星期六	Сб	Շբթ․		Sabtu	Σαβ		Sáb	Sáb		السبت	Lørdag	Cts	Sb.		Sab	शनि	Sam	Thứ 7		Sht	Sob	Суб.	শনি		شنبه				La						शनि			शनि						dummy
9048	Sat &amp; Sun	Lördag & söndag	Sábado y Domingo	Sábado y Domingo	Sa &amp; So	Zat - Zon	שבת וראשון	Sam. et Dim.			周六和周日	週六和週日	Сб &amp; Вс	Շբթ &amp; Կիր		Sabtu & Minggu	Σαβ & amp; Κυρ		Sáb &amp; Dom	Sáb & Dom		السبت و اﻷحد	Lørdag og Søndag	Cts &amp; Paz	Sb. &amp; Nd.		Sab &amp; Dom	शनि औरamp रवि	Sam &amp; Dum	Thứ 7 & CN			Sob &amp; Ned	Суб. &amp; Нед.			شنبه و یکشنبه				La & Su						शनि करा & amp; सन			शनि औरamp रवि						dummy
9049	Saturday	Lördag	Sabado	Sábado	Samstag	Zaterdag	יום שבת	Samedi			星期六	星期六	Суббота	Շաբաթ		Sabtu	Σάββατο		Sábado	Sábado		السبت	Lørdag	Cumartesi	Sobota		Sabato	शनिवार	Sambata	Thứ Bảy		e Shtune	Sobota	Субота	শনিবার		شنبه			土曜日	Lauantai					یکشنبه	शनिवारी			शनिवार						dummy
9050	Save	Spara	Guardar	Guardar	Speichern	Bewaren	שמור	Sauvegarder			保存	儲存	Сохранить	Պահպանել		Simpan	Αποθήκευση		Guardar	Salvar		حفظ	Gem	Kaydet	Zapisz		Salva	सहेजें	Salveaza	Lưu		Ruaj	Uložit	Зберегти	সেভ		ذخیره			保存	Tallenna					ذخیره	जतन करा			सहेजें						dummy
9051	SAVE		SALVAR	SALVAR	SPEICHERN	BEWAAR	שמור	SAUVEGARDER			保存	儲存	Сохранить	ՊԱՀՊԱՆԵԼ		SIMPAN	ΑΠΟΘΗΚΕΥΣΗ			SALVE		حفظ	Gem		ZAPISZ		SALVA	सहेजें	SALVEAZA	LƯU		RUAJ	ULOŽIT	ЗБЕРЕГТИ	সেভ		ذخیره			保存	TALLENNA					ذخیره	सेव्ह			सहेजें						dummy
9052	Save & Exit																Αποθήκευση και Έξοδος			Salvar e sair																																				dummy
9053	Save Activity															Sipan Aktivitas	Αποθήκευση Ενεργότητας			Salvar atividade																																				dummy
9054	Save and Checkout					Bezwaar en loguit											Αποθήκευση και Checkout			Salvar e verificar									Salveaza si verficia						সেভ এবং চেকআউট করুন											ذخیره و بررسی										dummy
9055	Save and Close		Guardar y Cerrar	Guardar y Cerrar	Speichern und Schließen	Bewaren en sluiten	שמור וסגור	Sauvegarder et fermer			保存并关闭		Сохранить и закрыть	Պահպանել և փակել		Simpan dan Tutup	Αποθήκευση και Κλείσιμο			Salvar e fechar		حفظ وإغلاق			Zapisz i zamknij		Salva e chiudi	सहेजें और बंद करें	Salveaza si inchide	Lưu và Đóng		Ruaj dhe Mbull	Uložit a zavřít	Зберегти і закрити	সেভ এবং বন্ধ		ذخیره و بستن			保存して閉じる	Tallenna ja sulje					ذخیره و بستن	जतन करा आणि बंद करा			सहेजें और बंद करें						dummy
9056	Save and Continue															Simpan dan Lanjut	Αποθήκευση και Συνέχεια			Salve e continue					Zapisz i kontynuuj																															dummy
9057	Save and Delete Request			Salvar y Borrar Solicitud		Save en verwijder verzoek	שמור ומחק בקשה							Պահպանել և հեռացնել պահանջը/հարցումը			Αποθήκευση και Διαγραφή Αιτήματος			Salvar e excluir solicitação							Salva e cancella richiesta		Salveaza si sterge cererea			Ruaj dhe Fshij Kerkesen	Uložit a smazat požadavek		সেভ এবং request ডিলিট করুন						Tallenna ja poista pyyntö					ذخیره و حذف گزارش	जतन करा आणि विनंती हटवा									dummy
9058	Save and Dispense	Spara och fördela	Guardar y Distribuir	Guardar y Distribuir	Speichern und Dispense	Bewaren en verstrekken	שבת	Sauvegarder et prodiguer			保存和分配	保存和分配	Сохранить и выдать	Պահպանել և բաշխել		Simpan dan Keluarkan	Αποθήκευση και Διανομή		Guardar e dispensar	Salvar e Dispense		حفظ و صرف	Gem og fordel	Kaydet ve Dağıt			Salva e distribuisci	सहेजें और बांटना	Salveaza si distribuie	Lưu và Phát thuốc		Ruaj dhe Shperndaj		Зберегти і внести	সেভ এবং দিয়ে দিন		ذخیره و توزیع									ذخیره و نسخه پیچی	जतन करा आणि न्याय देणे			सहेजें और बांटना						dummy
9059	Save and Print															Simpan dan Cetak	Αποθήκευση και Εκτύπωση			Salvar e imprimir					Zapisz i drukuj																															dummy
9060	Save and Transmit			Guardar y Transmitir		Bewaren en versturen	שמור ושדר	Sauvegarder et transmètre						Պահպանել եւ փոխանցել			Αποθήκευση και Αποστολή			Salvar e transmitir		حفظ وتسليم			Zapisz i prześlij		Salva e trasmetti	सहेजें और संचारित करें	Salveaza si transmite			Ruaj dhe Dergo		Зберегти і передати	সেভ এবং চালান করুন											ذخیره و ارسال	जतन करा आणि प्रक्षेपित			सहेजें और संचारित करें						dummy
9061	Save as New	Spara som ny	Guradar como Nuevo	Guardar como Nuevo	Speichern als Neu	Bewaren als nieuw	שמור כחדש	Sauvegarder comme nouveau			另存为新	另存為新的	Сохранить как новое	Պահպանել որպես նոր		Simpan sebagai Baru	Αποθήκευση ως νέο		Guardar como Nova	Salvar como nova		حفظ جديد	Gem som ny	Yeni olarak Kaydet	Zapisz jako Nowy		Salva come nuovo	नए रूप में सहेजें	Salveaza ca nou	Lưu Bản mới		Ruaj si te Re	Uožit jako nový	Зберегти як новий	নতুন হিসেবে সেভ করুন		ذخیره به عنوان جدید				Tallenna uutena					ذخیره به عنوان مورد جدید	नवीन म्हणून जतन करा			नए रूप में सहेजें						dummy
9062	Save as new message																Αποθήκευση ως νέο μήνυμα			Salvar como nova mensagem																																				dummy
9063	Save as new note		Guarda como nota nueva	Guardar como nota nueva	Speichern als neue Notiz	Bewaren als nieuwe notitie	שמור כהערה חדשה	Sauvegarder comme une nouvelle note			另存为新的笔记	另存為新的筆記	Сохранить как новую запись	Պահպանել որպես նոր գրանցում		Simpan sebagai catatan baru	Αποθήκευση ως νέα σημείωση		Guardar como nova nota	Salvar como nova nota		حفظ كملاحظة جديدة	Gem som ny note	yeni not olarak kaydet	Zapisz jako nową notatkę		Salva come nuova nota	नए नोट के रूप में सहेजें	Salveaza ca notita noua	Lưu thành ghi chú mới			Uložit jako novou poznámku	Зберегти як новий запис	নতুন নোট হিসেবে সেভ করুন					新規ノートとして保存						ذخیره به عنوان یاداشت جدید	नवीन टीप जतन करा			नए नोट के रूप में सहेजें						dummy
9064	Save button saves claim and marks reviewed																			O botão Salvar salva reivindicação e marca revisada																																				dummy
9065	Save Category															Simpan Kategori	Αποθήκευση Κατηγορίας			Salvar categoria					Zapisz Kategorię																															dummy
9066	Save Certificate Settings		Guardar configuración del certificado	Guardar configuración del certificado	Speichern Gutachten Einstellungen	Bewaar Certificaat settings	שמור הגדרות אישור	Sauvegarder les paramètres du certificat			保存证书设置	保存證書設置	Сохранить параметры настройки сертификата	Պահպանել վկայականի կարգավորումները		Simpan Pengaturan Sertifikat	Αποθήκευση ρυθμίσεων Πιστοποιητικού		Guardar Definições de Certificado	Salvar configurações de certificado		حفظ اعدادت الشهادة	Gem certifikatindstillinger	Sertifika Ayarlarını Kaydet	Zapisz ustawienia certyfikatu		Salva le configurazioni del certificato	प्रमाणपत्र जमावट सहेजें	Salveaza setarile certificatului	Lưu Cài đặt Giấy chứng nhận			Uložit nastavení certifikátů	Зберегти параметри сертифікатів	সার্টিফিকেট সেটিং সেভ করুন		ذخیره تنظیمات گواهینامه									ذخیره تنظیمات گواهی	जतन करा प्रमाणपत्र सेटिंग्ज			प्रमाणपत्र जमावट सहेजें						dummy
9067	Save Changes	Spara ändringar	Guardar Cambios	Guardar Cambios	Speichere Änderungen	Bewaren	שמור שינויים	Sauvegarder les changements			保存更改	保存更改	Сохранить изменения	Պահպանել փոփոխությունները		Simpan Perubahan	Αποθήκευση Αλλαγών		Guardar Alterações	Salvar alterações		حفظ التغيرات	Gem ændringer	Kaydet	Zapisz zmiany		Salva i cambiamenti	परिवर्तन सहेजें	Salveaza schimbarile	Lưu Thay đổi		Ruaj Ndryshimet	Uožit změny	Зберегти зміни	বদল সেভ করুন		ذخیره تغییرات				Tallenna muutokset					ذخیره تغییرات	बदल जतन करा			परिवर्तन सहेजें						dummy
9068	Save Claim															Simpan Klaim				Salvar reivindicação					Zapisz roszczenie																															dummy
9069	Save claim for batch processing																			Salvar reclamação para processamento em lote																																				dummy
9070	Save codes history			Guardar Historia de Códigos												Simpan riwayat kode	Αποθήκευση ιστορικού κωδικών			Salvar histórico de códigos									Salveaza istoric coduri																	ذخیره تاریخچه کدها										dummy
9071	Save Completed																Η Αποθήκευση ολοκληρώθηκε			Salvar Concluído					Zapisywanie zakończone																															dummy
9072	Save Current																			Save Current					Zapisz bieżące																															dummy
9073	Save for printing to a pre printed sheet																Αποθήκευση για εκτύπωση σε προ-εκτυπωμένη φόρμα			Salvar para imprimir em uma folha pré-impressa					Zapisz do drukowania na wcześniej wydrukowanym arkuszu																															dummy
9074	Save for printing with form																			Economize para imprimir com formulário					Zapisz do drukowania za pomocą formularza																															dummy
9075	Save Form		Guardar Formulario	Guardar Formulario	Speichere Formular	Bewaar	שמור טופס	Sauvegarder le formulaire			保存表格	保存形式	Сохранить форму	Պահպանել ձևը		Simpan Formulir	Αποθήκευση Εντύπου		Guardar Formulário	Salvar Form		حفظ النموذج	Gem form	Formu Kaydet	Zapisz formularz		Salva il modulo	प्रपत्र सहेजें	Salveaza formularul	Lưu Biểu mẫu		Ruaj Formen	Uložit formulář	Зберегти форму	ফর্ম সেভ করুন		ذخیره فرم				Tallenna lomake					ذخیره فرم	जतन करा फॉर्म			प्रपत्र सहेजें						dummy
9076	Save Immunization	Spara vaccination	Guardar Vacunación	Guardar Inmunización	Speichere Impfungen	Bewaar	שמור חיסון	Sauvegarder les immunisation			保存免疫	保存免疫接種	Сохранить вакцинацию	Պահպանել պատվաստումը		Simpan Imunisasi	Αποθήκευση Εμβολιασμού	Save Immunisation	Guardar Imunização	Salvar Vacinação		حفظ التطعيمات	Spara vaccination	Bağışıklamayı Kaydet	Zapisz szczepienie		Salva Immunizzazione	टीकाकरण सहेजें	Salveaza vaccinarea	Lưu Tiêm chủng		Ruaj Imunizimin	Uložit imunizace	Зберегти імунізацію			ذخیره واکسیناسیون									ذخیره ایمنی سازی	जतन करा लसीकरण			टीकाकरण सहेजें						dummy
9077	Save Level																																																							dummy
9078	Save New Field		Guardar Nuevo Campo	Guardar Nuevo Campo	Speichere neues Feld	Bewaar nieuw veld	שמור שדה חדש	Sauvegarder un nouveau champs			保存新领域	保存新領域	Сохранить новое поле	Պահպանել նոր դաշտը		Simpan Field(Bagian) baru	Αποθήκευση Νέου Πεδίου		Guardar Campo	Salvar Novo Campo		حفظ حقل جديد	Gem nyt felt	Yeni Alanı Kaydet	Zapisz nowe pole		Salva il nuovo campo	नई फील्ड सहेजें	Salveaza camp nou	Lưu Trường Mới		Ruaj Fushe te Re	Uložit nové pole	Зберегти нове поле							Tallenna uusi kenttä					ذخیره فیلد جدید	नवीन क्षेत्र जतन करा			नई फील्ड सहेजें						dummy
9079	Save New Group		Guardar Nuevo Grupo	Guardar Nuevo Grupo	Speichere neue Gruppe	Bewaar nieuwe groep	שמור קבוצה חדשה	Sauvegarder comme un nouveau groupe			保存新组	保存新群組	Сохранить новую группу	Պահպանել խումբը		Simpan Grup Baru	Αποθήκευση Νέας Ομάδας		Guardar Grupo	Salvar Novo Grupo		حفظ مجموعة جديدة	Gem ny gruppe	Yeni Grubu Kaydet	Zapisz nową grupę		Salva il nuovo gruppo	नया समूह सहेजें	Salveaza grup nou	Lưu Nhóm mới		Ruaj Grupin e Ri	Uložit novou skupinu	Зберегти нову групу			ذخیره گروه جدید			新規グループを保存	Tallenna uusi ryhmä					ذخیره گروه جدید	नवीन गट जतन करा			नया समूह सहेजें						dummy
9080	Save New List		Guardar Nueva Lista	Guardar Nueva Lista	Speichere neue Liste	Bewaar nieuwe lijst	שמור רשימה חדשה	Sauvegarder une nouvelle liste			保存新的列表	保存新的列表	Сохранить новый список	Պահպանել ցանկը		Simpan Daftar Baru	Αποθήκευση Νέου Καταλόγου		Guardar Lista	Salvar Lista		حفظ القائمة الجديدة	Gem ny liste	Yeni Liste Kaydet	Zapisz nową listę		Salva il nuovo elenco	नई सूची सहेजें	Salveaza lista noua	Lưu Danh sách mới		Ruaj Listen e Re	Uložit nový seznam	Зберегти новий список			ذخیره لیست جدید			新規名称リストを保存	Tallenna uusi lista					ذخیره لیست جدید	नवीन यादी जतन करा			नई सूची सहेजें						dummy
